"subids","age","gender","comments","exp_about","exp_unclear","exp_strategy","exp_external_aid","exp_improve","approval_time","exp_time","trial_type","trial_time","question","trial_num_within_block","shape","response","correct","block","question_and_shape"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1712,"square",15,"parallelogram","No",TRUE,"7","square_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2060,"rhombus",16,"rectangle","No",TRUE,"7","rhombus_rectangle"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",3240,"rectangle",1,"rhombus","Yes",FALSE,"8","rectangle_rhombus"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1499,"square",2,"square","Yes",TRUE,"8","square_square"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2030,"parallelogram",3,"rectangle","Yes",TRUE,"8","parallelogram_rectangle"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1602,"square",4,"parallelogram","No",TRUE,"8","square_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1983,"square",5,"rectangle","No",TRUE,"8","square_rectangle"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2202,"parallelogram",6,"square","Yes",TRUE,"8","parallelogram_square"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2098,"parallelogram",7,"parallelogram","Yes",TRUE,"8","parallelogram_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",3002,"square",8,"rhombus","No",TRUE,"8","square_rhombus"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",3164,"rectangle",9,"square","Yes",TRUE,"8","rectangle_square"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2535,"rectangle",10,"rectangle","Yes",TRUE,"8","rectangle_rectangle"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2287,"rhombus",11,"parallelogram","No",TRUE,"8","rhombus_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",3919,"parallelogram",12,"rhombus","No",FALSE,"8","parallelogram_rhombus"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1945,"rhombus",13,"square","Yes",TRUE,"8","rhombus_square"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1764,"rectangle",14,"parallelogram","No",TRUE,"8","rectangle_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",3721,"rhombus",15,"rectangle","No",TRUE,"8","rhombus_rectangle"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1503,"rhombus",16,"rhombus","Yes",TRUE,"8","rhombus_rhombus"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",4057,"rectangle",1,"square","Yes",TRUE,"9","rectangle_square"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",2691,"rectangle",2,"parallelogram","Yes",FALSE,"9","rectangle_parallelogram"
1,"44","f","None","It was about identifying shapes","Everything was very clear.","No","No","Nothing",2016-03-07 02:58:19,1244492,"training",1928,"rectangle",3,"rhombus","No",TRUE,"9","rectangle_rhombus"
