"subids","age","gender","comments","exp_about","approval_time","exp_time","training_condition","shape_learned","training_time","trial_type","question","response","shape","trial_num_within_block","block","question_and_shape","correct"
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","no","rhombus",1,"pretest","parallelogram_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","yes","parallelogram",2,"pretest","square_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","yes","parallelogram",3,"pretest","rectangle_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","yes","parallelogram",4,"pretest","rhombus_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","no","rectangle",5,"pretest","rhombus_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","yes","rectangle",6,"pretest","square_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","no","square",7,"pretest","rectangle_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","no","rhombus",8,"pretest","square_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","yes","square",9,"pretest","parallelogram_square",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","yes","rectangle",10,"pretest","parallelogram_rectangle",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","yes","rhombus",11,"pretest","rectangle_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","no","square",12,"pretest","rhombus_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","yes","rectangle",1,"pretest","rectangle_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","yes","rhombus",2,"pretest","rhombus_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","yes","square",3,"pretest","square_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","yes","parallelogram",4,"pretest","parallelogram_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","rectangle",5,"pretest","rectangle_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","square",6,"pretest","square_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","parallelogram",7,"pretest","parallelogram_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","rhombus",8,"pretest","rhombus_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","square",9,"pretest","square_rectangle",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","parallelogram",10,"pretest","parallelogram_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","rhombus",11,"pretest","rhombus_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","yes","rectangle",12,"pretest","rectangle_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","parallelogram",13,"pretest","parallelogram_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","rectangle",14,"pretest","rectangle_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","yes","square",15,"pretest","square_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","rhombus",16,"pretest","rhombus_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","rectangle",NA,"1","rectangle_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","rhombus",NA,"1","rhombus_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","parallelogram",NA,"1","parallelogram_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","rectangle",NA,"2","rectangle_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","rectangle",NA,"2","rectangle_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"training","rhombus","yes","rhombus",NA,"2","rhombus_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","no","rhombus",1,"posttest","square_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","yes","rhombus",2,"posttest","parallelogram_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","no","square",3,"posttest","rhombus_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","no","parallelogram",4,"posttest","rectangle_parallelogram",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","yes","rectangle",5,"posttest","square_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","square","yes","parallelogram",6,"posttest","square_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","yes","parallelogram",7,"posttest","rhombus_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rhombus","no","rectangle",8,"posttest","rhombus_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","no","square",9,"posttest","rectangle_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","no","rectangle",10,"posttest","parallelogram_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","rectangle","no","rhombus",11,"posttest","rectangle_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"relational","parallelogram","yes","square",12,"posttest","parallelogram_square",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","yes","rectangle",1,"posttest","rectangle_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","square",2,"posttest","square_rectangle",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","parallelogram",3,"posttest","parallelogram_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rectangle","no","rhombus",4,"posttest","rhombus_rectangle",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","rectangle",5,"posttest","rectangle_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","yes","square",6,"posttest","square_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","parallelogram",7,"posttest","parallelogram_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","square","no","rhombus",8,"posttest","rhombus_square",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","no","parallelogram",9,"posttest","parallelogram_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","no","square",10,"posttest","square_rhombus",FALSE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","yes","rhombus",11,"posttest","rhombus_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","rhombus","no","rectangle",12,"posttest","rectangle_rhombus",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","square",13,"posttest","square_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","parallelogram",14,"posttest","parallelogram_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","rectangle",15,"posttest","rectangle_parallelogram",TRUE
1,"40","m","no","learning from interactive visual information",2016-01-22 03:29:35,235762,"passive_passive","rhombus",35230,"entity","parallelogram","yes","rhombus",16,"posttest","rhombus_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","no","rectangle",1,"pretest","rhombus_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","no","square",2,"pretest","rectangle_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","rectangle",3,"pretest","parallelogram_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","yes","parallelogram",4,"pretest","rhombus_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","yes","parallelogram",5,"pretest","rectangle_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","no","rhombus",6,"pretest","rectangle_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","square",7,"pretest","parallelogram_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","yes","square",8,"pretest","rhombus_square",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","no","rhombus",9,"pretest","square_rhombus",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","rhombus",10,"pretest","parallelogram_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","yes","rectangle",11,"pretest","square_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","yes","parallelogram",12,"pretest","square_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","no","square",1,"pretest","square_rectangle",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","yes","parallelogram",2,"pretest","parallelogram_rectangle",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","yes","rectangle",3,"pretest","rectangle_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","no","rhombus",4,"pretest","rhombus_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","parallelogram",5,"pretest","parallelogram_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","rectangle",6,"pretest","rectangle_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","rhombus",7,"pretest","rhombus_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","square",8,"pretest","square_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","yes","square",9,"pretest","square_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","yes","rhombus",10,"pretest","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","yes","parallelogram",11,"pretest","parallelogram_rhombus",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","no","rectangle",12,"pretest","rectangle_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","no","parallelogram",13,"pretest","parallelogram_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","yes","rhombus",14,"pretest","rhombus_square",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","no","rectangle",15,"pretest","rectangle_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","yes","square",16,"pretest","square_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","rhombus",NA,"1","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","square",NA,"1","square_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","rhombus",NA,"1","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","square",NA,"2","square_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","rhombus",NA,"2","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"training","rhombus","yes","rhombus",NA,"2","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","yes","rectangle",1,"posttest","square_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","yes","parallelogram",2,"posttest","rhombus_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","yes","parallelogram",3,"posttest","square_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","yes","parallelogram",4,"posttest","rectangle_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","rhombus",5,"posttest","parallelogram_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","rectangle",6,"posttest","parallelogram_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","square","no","rhombus",7,"posttest","square_rhombus",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","no","rectangle",8,"posttest","rhombus_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rhombus","yes","square",9,"posttest","rhombus_square",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","no","square",10,"posttest","rectangle_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","rectangle","no","rhombus",11,"posttest","rectangle_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"relational","parallelogram","no","square",12,"posttest","parallelogram_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","rhombus",1,"posttest","rhombus_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","rectangle",2,"posttest","rectangle_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","parallelogram",3,"posttest","parallelogram_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","parallelogram","yes","square",4,"posttest","square_parallelogram",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","no","rectangle",5,"posttest","rectangle_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","yes","square",6,"posttest","square_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","no","parallelogram",7,"posttest","parallelogram_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rhombus","yes","rhombus",8,"posttest","rhombus_rhombus",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","no","rectangle",9,"posttest","rectangle_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","no","parallelogram",10,"posttest","parallelogram_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","yes","square",11,"posttest","square_square",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","square","yes","rhombus",12,"posttest","rhombus_square",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","no","parallelogram",13,"posttest","parallelogram_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","no","square",14,"posttest","square_rectangle",FALSE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","no","rhombus",15,"posttest","rhombus_rectangle",TRUE
2,"34","f","none","shapes",2016-01-22 03:45:27,264552,"active_active","rhombus",40248,"entity","rectangle","yes","rectangle",16,"posttest","rectangle_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rectangle","yes","rhombus",1,"pretest","rectangle_rhombus",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rectangle","yes","parallelogram",2,"pretest","rectangle_parallelogram",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","parallelogram","no","square",3,"pretest","parallelogram_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rhombus","no","rectangle",4,"pretest","rhombus_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","parallelogram","no","rectangle",5,"pretest","parallelogram_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","square","yes","rhombus",6,"pretest","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","square","yes","parallelogram",7,"pretest","square_parallelogram",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rhombus","no","square",8,"pretest","rhombus_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","parallelogram","no","rhombus",9,"pretest","parallelogram_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rectangle","no","square",10,"pretest","rectangle_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rhombus","yes","parallelogram",11,"pretest","rhombus_parallelogram",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","square","no","rectangle",12,"pretest","square_rectangle",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","square","no","rectangle",1,"pretest","rectangle_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","square","yes","square",2,"pretest","square_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","square","yes","rhombus",3,"pretest","rhombus_square",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","square","yes","parallelogram",4,"pretest","parallelogram_square",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rhombus","yes","parallelogram",5,"pretest","parallelogram_rhombus",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rhombus","yes","square",6,"pretest","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rhombus","no","rectangle",7,"pretest","rectangle_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rhombus","yes","rhombus",8,"pretest","rhombus_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","parallelogram","no","square",9,"pretest","square_parallelogram",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","parallelogram","no","rectangle",10,"pretest","rectangle_parallelogram",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","parallelogram","yes","parallelogram",11,"pretest","parallelogram_parallelogram",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","parallelogram","yes","rhombus",12,"pretest","rhombus_parallelogram",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rectangle","no","rhombus",13,"pretest","rhombus_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rectangle","no","square",14,"pretest","square_rectangle",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rectangle","yes","rectangle",15,"pretest","rectangle_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"entity","rectangle","no","parallelogram",16,"pretest","parallelogram_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","square",NA,"1","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","rectangle",NA,"1","rectangle_rhombus",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","rectangle",NA,"1","rectangle_rhombus",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","square",NA,"2","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","square",NA,"2","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"training","rhombus","yes","parallelogram",NA,"2","parallelogram_rhombus",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rectangle","no","square",1,"posttest","rectangle_square",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rhombus","yes","square",2,"posttest","rhombus_square",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","square","yes","rhombus",3,"posttest","square_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rhombus","no","parallelogram",4,"posttest","rhombus_parallelogram",FALSE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","parallelogram","no","rectangle",5,"posttest","parallelogram_rectangle",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","parallelogram","no","rhombus",6,"posttest","parallelogram_rhombus",TRUE
3,"","","","to see if I could figure out what was a rhombus",2016-01-22 03:51:48,357868,"passive_passive","rhombus",30517,"relational","rectangle","no","rhombus",7,"posttest","rectangle_rhombus",TRUE
