"subids","age","gender","comments","exp_about","approval_time","exp_time","training_condition","shape_learned","training_time","trial_type","question","response","shape","trial_num_within_block","block","question_old","question_and_shape","correct"
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","rectangle","no","rhombus",8,"pretest","rhombus","rectangle_rhombus",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","rhombus","no","square",9,"pretest","square","rhombus_square",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","parallelogram","no","square",10,"pretest","square","parallelogram_square",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","rectangle","no","square",11,"pretest","square","rectangle_square",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","square","yes","square",12,"pretest","square","square_square",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","rhombus","no","rectangle",13,"pretest","rectangle","rhombus_rectangle",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","square","no","rectangle",14,"pretest","rectangle","square_rectangle",FALSE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","rectangle","yes","rectangle",15,"pretest","rectangle","rectangle_rectangle",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"entity","parallelogram","yes","rectangle",16,"pretest","rectangle","parallelogram_rectangle",FALSE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","yes","square",NA,"1","rhombus","rhombus_square",FALSE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","yes","rhombus",NA,"1","rhombus","rhombus_rhombus",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","no","rectangle",NA,"1","rhombus","rhombus_rectangle",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","yes","square",NA,"2","rhombus","rhombus_square",FALSE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","yes","parallelogram",NA,"2","rhombus","rhombus_parallelogram",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"training","rhombus","yes","parallelogram",NA,"2","rhombus","rhombus_parallelogram",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"relational","rhombus","no","rectangle",1,"posttest","rhombus","rhombus_rectangle",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"relational","rhombus","no","square",2,"posttest","rhombus","rhombus_square",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"relational","square","yes","parallelogram",3,"posttest","square","square_parallelogram",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"relational","square","yes","rhombus",4,"posttest","square","square_rhombus",TRUE
1,"28","male","","shapes",2016-01-24 21:55:41,141402,"active_passive","rhombus",21541,"relational","parallelogram","yes","rectangle",5,"posttest","parallelogram","parallelogram_rectangle",FALSE
